id,user_id,chapter_id,book_id,brick,zh_source_url,update_time,create_time,web_title
0380f669-8cdd-4930-b4b9-1db200e5f403,e202bbe5-db42-4460-b514-6586a110cb88,2fa20dec-7a6f-4bbb-9583-fb0a8596b7bd,3919a9e2-edfa-4fe6-a864-df1a9bcb303e,-1,https://m.qidian.com/book/1004085337/327960153,NULL,"2018-12-28 00:32:47.328883",NULL
03c287fe-2836-4aa2-b082-f29c77d31bdd,e959b981-a3e0-437b-b4fb-f45b611ab447,e0fa0482-da47-4e2d-b456-15edc32fcb49,eac4d8b8-d628-4485-8c3f-b96e9f1d014b,-1,https://m.qidian.com/book/3363452/73447751,NULL,"2018-12-16 07:47:25.153847",NULL
03d83722-8866-4ae5-9b54-70c956ec371d,b2c6f109-ccbc-408b-be8c-2c85106d0e30,bfd55f39-3239-4696-80f8-53b3f53c417c,d92bbf61-2ed7-48b8-8a42-da9f54721c1a,-1,https://m.qidian.com/book/3347560/78880992,NULL,"2019-01-01 09:36:25.549347","King of Domination, Fast Food Restaurant, Fast Food Restaurant Read Page, Begin Chinese"
03e3ab39-b1b6-4820-99a7-b299ac6ae071,0fb6a705-da64-434a-a6a8-79c182d08a90,948cdb13-3400-4b76-99f3-a1d52aca336a,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80645013,NULL,"2019-01-09 17:31:46.972587","Top quality all-round student. Flowers are rare. Flowers are rare. Read the pages. Start"
03fd90fa-ad02-4120-b57f-4699105431b0,2848e2a7-c243-4a61-84f2-bf7200a5e19b,b385af01-a7d3-465d-85f1-21563aaa3a79,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80665895,NULL,"2018-12-21 06:54:18.017458",NULL
0468cf20-1b19-439a-8d4c-c12129ecd30e,e202bbe5-db42-4460-b514-6586a110cb88,5d831df8-b2bd-497c-b7da-53f2d127d43e,3919a9e2-edfa-4fe6-a864-df1a9bcb303e,-1,https://m.qidian.com/book/1004085337/327895817,NULL,"2018-12-28 00:24:34.546827",NULL
04b91356-a677-4c30-bf32-4b2bc63ba8b9,f18bbf41-456c-46ba-b29e-d9147eb8deb4,4fa18de1-47b0-48c7-88e3-7014479dadcc,bdad6155-fe28-406f-b85d-ef2c61f569a1,-1,https://www.xxsy.net/chapter/6087854.html,NULL,"2018-12-15 10:19:07.554820",NULL
04d14cf5-8117-4658-9330-1858b6064a4f,e9a093e3-6ab5-4e82-973a-4396338113ff,4cf48cfa-b425-41d7-96e1-5bb0a354fc7e,d2c6bfb9-ae08-4b32-b239-5a0c5a871a1b,-1,https://www.zhuishushenqi.com/book/55f2e3e8d20955951bac102c/2.html,NULL,"2018-12-06 11:16:44.761815",NULL
05069af9-12a1-4c4b-950d-f704a0bb4593,4c17f6c6-3dc3-4357-b53e-d38773b615cd,22103bf4-0cc9-41b6-bb8f-395c7808aac2,eac4d8b8-d628-4485-8c3f-b96e9f1d014b,-1,https://read.qidian.com/chapter/hBgL1pJNEzc1/llxX6vJOct8ex0RJOkJclQ2,NULL,"2018-12-16 06:34:43.422494",NULL
05dff388-8dd7-44d6-9bbb-04cb7a600594,603d6a24-38f0-47d4-b7b7-08c42b3205ae,211fbbbd-8976-4853-8fc9-43a6a35faec2,c1a564e3-043d-41f7-8869-53ff412eda44,-1,https://m.qidian.com/book/1003374314/306085518,NULL,"2018-12-18 21:27:08.948340",NULL
05f92b44-eea4-47f5-8e08-666f3d8d7bd2,2848e2a7-c243-4a61-84f2-bf7200a5e19b,ee32f48c-e074-477d-99fa-0abf192b4b54,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80561660,NULL,"2018-12-20 05:51:17.066728",NULL
06196c03-3cb8-4fef-948c-dcbe3af65c45,369771d7-2c25-463a-9fb5-47a30dc15199,b1b23867-8d24-42ca-879d-f297433aa069,edb64b98-adb3-4220-bb87-dbe5407dfc64,-1,https://www.xxsy.net/chapter/8694865.html?bookid=962793,NULL,"2019-01-09 14:16:22.173822","[Previous Chapter] [Table of Contents] [Next Chapter]"
06a06140-04fb-4863-a855-1d76449bd5f6,93680fcc-cd22-4aed-815c-4c4b53665fb7,e829e933-06e0-41f2-9348-fe32dc1ed10c,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/79397056,NULL,"2018-12-14 09:21:19.743054",NULL
06b4adc8-e2e3-442b-aab2-088b6efb0376,2848e2a7-c243-4a61-84f2-bf7200a5e19b,f1424d3c-c92e-4d72-a98b-b30d0e01ca2f,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/79065675,NULL,"2018-12-17 07:50:24.325701",NULL
07177f3d-b189-44b3-83fa-df18f646c6d5,cf2ddca8-2a02-49dc-8d18-99244490ba45,2d985219-c811-439e-92fb-0c7d8fd42026,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://read.qidian.com/chapter/Nfvm7QLCc3Q1/aeKIstczbBUex0RJOkJclQ2,NULL,"2018-12-20 03:53:28.416312",NULL
08262d15-0781-43e5-a765-8482c3801bc5,3b507066-ac9a-4976-b549-75a4fd70a2bb,92c76927-2526-45af-8f73-d034b16882e3,8e74ec3b-682b-4274-a455-06f5227c56ae,-1,https://www.xxsy.net/chapter/8414654.html?bookid=947629,NULL,"2018-12-28 08:02:56.131717","Travel 70: daughter sweet wife 0 001, birthday party, gift - read the full text, read the catalogues, read Mo Yan, present words, travel 70: daughter sweet wife"
085698e9-ce28-4ffa-9b26-a0089ed2d422,c54dd2f1-547f-4181-87b0-39edd8f53c77,a435c0ed-58b9-40d3-8cbf-76ad84f81afa,20a84114-8bf4-4638-86aa-23ed4e18e654,-1,https://m.qidian.com/book/3518745/94913503,NULL,"2018-12-18 13:12:19.234374",NULL
0861613c-e1f7-4388-b0bf-cf1c216d5335,775aaa0e-3cfc-4119-8cde-0729254364f8,baa4818f-cc39-4942-aea1-b04ddd1c2e61,14c453f0-73ef-4276-bbb3-fda0a21ce983,-1,https://m.qidian.com/book/3377831/77677428,NULL,"2018-12-27 07:33:17.063004",NULL
0867af3b-935b-49a6-96ec-45e792b498c7,c4a14e2b-589c-44d2-9f19-59a42b7d95be,c52a53d6-7754-48fb-ab01-058c77740a92,dca5bfe3-b583-4bf8-af2c-66c6695d4e87,-1,https://read.qidian.com/chapter/m08qtQfdZwFH9vdK3C5yvw2/BaIIl2UraE_wrjbX3WA1AA2,NULL,"2018-12-24 14:37:40.446278",NULL
091a8679-1149-4561-ae86-6f3b9e833e45,95c3ead3-4c81-4332-bd91-c71cc62ddc43,102e8074-72f6-4759-ae60-e88a150837c9,087d635d-a975-4961-bdd2-8917911d010d,-1,https://www.xxsy.net/chapter/3410760.html?bookid=255634,NULL,"2019-01-05 03:31:20.608474",""A wealthy, small, and wealthy wife shall read the full text, and shall read the catalogues, Gummer, present remarks, and a wealthy, small, and wealthy wife shall be signed and released by the exclusi"
09228a48-48e6-4995-b86d-4d3121e236ca,952d8c01-1def-4192-801a-8956cef67d88,2f78bac2-7c18-4007-9b18-b14ddfb58574,d2c6bfb9-ae08-4b32-b239-5a0c5a871a1b,-1,https://www.zhuishushenqi.com/book/55f2e3e8d20955951bac102c/1.html,NULL,"2018-12-06 12:20:36.804204",NULL
094630f2-99a3-4e7f-ae00-6b169e67152f,92fd5112-36b5-4607-ae90-5e9b070458bb,6ca49632-55d9-47f8-84e7-fd8bf87b20a9,550c1ffd-1fd4-471a-bf8e-02032de2b021,-1,https://m.qidian.com/book/2470949/82612621,NULL,"2018-12-17 01:42:31.501536",NULL
095cea9f-4ef7-4e3b-9386-ff69ff43b55c,58b45cd1-5c33-44df-b96f-819b88ca616b,b31c1d4e-fb79-471a-8532-b2867281fb3a,d92bbf61-2ed7-48b8-8a42-da9f54721c1a,-1,https://m.qidian.com/book/3347560/78805804,NULL,"2019-01-06 18:23:54.119991","King of Domination, Fast Food Restaurant, Fast Food Restaurant Read Page, Begin Chinese"
096df204-81be-4cc6-92b5-1e61c1945e03,4d81969f-e7e2-4445-8084-e54b9925a4c6,6b51d632-c3c5-44f1-a20a-a4bf925e3655,c2ec68f7-009f-4c3e-84a9-ed869ca464a8,-1,https://read.qidian.com/chapter/ylUFvKrjeAE1/U_ER7zO9jDEex0RJOkJclQ2,NULL,"2019-01-01 01:49:00.930142","[Previous Chapter] [Table of Contents] [Next Chapter]"
097ac367-0e2c-4a08-abb1-42a86d03df9c,40409728-b3dc-4d00-ab36-075b148933fa,247ac360-919c-4ab8-9572-7106c7f09e42,705556db-5060-4347-b4bb-baabbc449734,-1,https://m.qidian.com/book/3258971/318609091,NULL,"2019-01-02 04:37:04.333966",""Di Ba, Xiao Wen, Xiao Sheng""
09df79e1-4db5-4ccc-ae78-72c6e831079f,d9145d61-923b-488a-806f-9ebc39cf710d,ebaf7353-c163-41f7-8016-2445ca2767fb,d3005b0d-12cf-41c8-bd3d-beea4e45db56,-1,https://m.qidian.com/book/1010183765/380346270,NULL,"2018-12-26 18:35:25.671404",NULL
09fbf862-b016-46a4-b92c-49a52b09bcf2,10989037-50ae-41e3-a0a3-beff85b52e86,d7cb6894-4f96-4eac-abbd-530918d524e9,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80106509,NULL,"2018-12-14 12:03:01.325730",NULL
0a138359-9f1a-4028-98e7-725b33dbafe4,2d61f4db-ac7e-48d6-8318-4b1c7cec4e28,5abd30a0-48fc-416c-84f3-e128681c2b53,705556db-5060-4347-b4bb-baabbc449734,-1,https://read.qidian.com/chapter/T050C_JEojo1/yIc7n17_1oC2uJcMpdsVgA2,NULL,"2018-12-13 21:26:29.281144",NULL
0a30221e-1af7-4718-82c9-bf9942c1daaa,e959b981-a3e0-437b-b4fb-f45b611ab447,e55f009a-1b0e-46d6-9575-968c87d0cec8,eac4d8b8-d628-4485-8c3f-b96e9f1d014b,-1,https://m.qidian.com/book/3363452/73447768,NULL,"2018-12-16 07:49:47.490431",NULL
0a51aeef-fcbb-40b0-91da-158ff3de0c6f,e959b981-a3e0-437b-b4fb-f45b611ab447,a222c12f-a5a0-4936-82dd-b91c43e55e66,eac4d8b8-d628-4485-8c3f-b96e9f1d014b,-1,https://m.qidian.com/book/3363452/73447705,NULL,"2018-12-16 07:35:48.553314",NULL
0a529287-3500-4c3a-8f32-644635227d0f,2f23f96b-2901-4f43-9127-5f954ac7e03e,31dacf4b-0833-4a62-8392-432fb63fb568,c1a564e3-043d-41f7-8869-53ff412eda44,-1,https://m.qidian.com/book/1003374314/305822899,NULL,"2018-12-26 06:07:11.088598",NULL
0aca95e9-6fac-4cfb-aabc-a0af602ccaf4,10989037-50ae-41e3-a0a3-beff85b52e86,5002244c-ff85-4702-8792-84c695f955c5,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/81088012,NULL,"2018-12-16 02:38:24.651735",NULL
0b43d0b7-e2e1-4c7b-a2af-0da912cfb614,2848e2a7-c243-4a61-84f2-bf7200a5e19b,190f766a-0980-4a48-9461-1b50973b92eb,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80626974,NULL,"2018-12-20 06:11:00.145063",NULL
0bc618f4-fe40-49fd-abd2-7efc5e0d5696,54b883f4-dd7f-47c0-9f3e-861db2425eca,2f78bac2-7c18-4007-9b18-b14ddfb58574,d2c6bfb9-ae08-4b32-b239-5a0c5a871a1b,-1,https://www.zhuishushenqi.com/book/55f2e3e8d20955951bac102c/1.html,NULL,"2018-12-06 18:39:43.480937",NULL
0c22edfd-19fa-4c03-bf0d-73a7a0e9287e,015b5799-474a-4acc-ace4-8c1942db8f01,abe744a9-ca46-49e3-8067-5bde01074de3,09c7ca41-2ed2-4907-8401-724aaec3b255,-1,https://www.zhuishushenqi.com/book/57b391b46595327764b1f0af/1.html,NULL,"2018-12-06 16:11:04.680682",NULL
0c76d6cc-feb5-4e93-aaca-87f376bc6675,9c615024-8d7d-4bd5-8888-69c2a4625f15,92eaec17-a746-427a-9257-1d30ae6e5a30,705556db-5060-4347-b4bb-baabbc449734,-1,https://m.qidian.com/book/3258971/431791487,NULL,"2019-01-06 16:25:38.544117",""Di Ba, Xiao Wen, Xiao Sheng""
0c87241e-7ec5-44a6-a8eb-58d745bc1da9,0fb6a705-da64-434a-a6a8-79c182d08a90,04a4f899-54e3-4e0f-9337-0bab82b6ddb6,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80420162,NULL,"2019-01-07 05:46:48.851578","Top quality all-round student. Flowers are rare. Flowers are rare. Read the pages. Start"
0c9041d8-4a06-4948-a5e5-15f2eadf6686,93680fcc-cd22-4aed-815c-4c4b53665fb7,611cbdd6-4af7-4ca8-b954-cf0c6bc1fdf1,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/79223152,NULL,"2018-12-14 06:10:32.095849",NULL
0ca132b8-b569-472a-b4f4-33d48ecd1ab8,369771d7-2c25-463a-9fb5-47a30dc15199,f106b89c-7e27-41a6-b90f-dcc6b0d5478e,edb64b98-adb3-4220-bb87-dbe5407dfc64,-1,https://www.xxsy.net/chapter/8665777.html?bookid=962793,NULL,"2019-01-08 13:46:57.957190","[Previous Chapter] [Table of Contents] [Next Chapter] [Table of Contents] [Next Chapter]"
0cbaf9ab-d9a8-4018-ba83-ef90066f77dc,8c8c0f35-257b-4adc-b611-fdcbb13810c1,4f88af54-0ca8-44de-901e-d5fa54f7d7e6,d8406475-6d93-4dbe-8421-9fbc683994de,-1,https://m.qidian.com/book/2271528/47469662,NULL,"2019-01-07 21:36:34.740675","The Magic and Magic System - The Surge of Assets - The Surge of Assets - Read the Page"
0ce8109d-7222-4696-996c-1d71145b943f,aea0b212-953c-4b5d-8fd3-a3eb12496e43,0df3e5ec-8a69-4b84-b667-322fa301e7b7,23381106-baa0-4d28-8e9d-9c2c25779480,-1,https://m.qidian.com/book/1010996366/397979430,NULL,"2019-01-05 16:34:28.435328","Feet of Winter by Willow Leaf of Winter Reading Page of Winter by Willow Leaf of China"
0cf4d2a9-fc0c-4086-9edc-6b0f2abdb16d,369771d7-2c25-463a-9fb5-47a30dc15199,ccf3dff0-8ab1-46ad-812d-4eeca9099145,edb64b98-adb3-4220-bb87-dbe5407dfc64,-1,https://www.xxsy.net/chapter/8679346.html?bookid=962793,NULL,"2019-01-09 14:07:09.425930","[Previous Chapter] [Table of Contents] [Next Chapter]"
0d02ae78-2bc5-411e-9775-1de4b993517a,680f91af-232a-463b-8453-840100f0a846,a5540664-6ca6-4211-a24a-02e5fb22b7b0,bc3db596-b2aa-4883-8578-29eb7e239d68,-1,https://m.qidian.com/book/107580/4631525,NULL,"2018-12-15 13:18:35.067025",NULL
0d52a7ca-31dc-444e-aa3f-cde782c34dbd,33d8d17a-3bcb-4a21-bb59-765b5bee3557,3b0156dd-f22d-4439-9331-f13515f38bf6,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80876958,NULL,"2018-12-15 11:41:52.180645",NULL
0da09448-f440-4c88-945f-fd9896ed1a5f,5fa7f966-c920-4b23-8244-3e7758e01734,80ab4275-dcc5-47d4-8022-3f26e6078f7a,1bd52f82-54dc-4bc4-b3ff-f76a75735ad4,-1,https://m.qidian.com/book/3489766/88865519,NULL,"2018-12-25 02:18:43.752978",NULL
0db0c3e4-e835-4381-a02d-ce57c7158fc5,fdffe504-708e-4b4a-b4da-1692a9183fb1,c734eb78-6925-40ac-8488-87c747c557bd,d2956726-12d8-4aba-8c24-1377157ccdac,-1,https://m.qidian.com/book/1003590116/310368361,NULL,"2018-12-16 10:40:24.328052",NULL
0dc31705-23e9-4a7e-afb3-971c68fc31ae,d6617fe3-ac62-4fae-81bf-8bd2c87c416d,1ae4386e-9b46-43b1-b5ea-ac7d7f022c7f,3bb7d8b2-f666-4fea-b169-4765c23c1be6,-1,https://www.xxsy.net/chapter/8637826.html?bookid=955765,NULL,"2018-12-17 05:28:01.399426",NULL
0e0620f6-89f8-4a07-9756-b30689b6f94e,f63ddd31-5481-4067-bcc5-0f1a0ff37e4a,e64a3649-02fe-4abf-9382-fe00a993a794,7ea42674-d40b-4b2a-844b-f6dae1e489fd,-1,https://www.xxsy.net/chapter/6781514.html?bookid=705558,NULL,"2018-12-11 03:26:16.141929",NULL
0e1df2cd-452e-4fb5-adfe-563613d18114,d6617fe3-ac62-4fae-81bf-8bd2c87c416d,fd1d2255-1a9a-4d95-98dc-4b21ddb43700,3bb7d8b2-f666-4fea-b169-4765c23c1be6,-1,https://www.xxsy.net/chapter/8695391.html?bookid=955765,NULL,"2018-12-19 06:44:57.890148",NULL
0e38d47c-419f-410f-8915-34d94e36613d,e8237015-3781-4848-bc45-b53b0c1d553b,7d7b62c0-7eca-4617-98cc-ff7d34c94b52,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80971440,NULL,"2018-12-15 14:07:05.566275",NULL
0e47eb50-418e-4ed2-ad46-dc7ecd841598,31c10a38-f363-4960-ae02-5cf60a3a6a29,23042536-c9de-45df-a640-0d960d9bf99c,47074e8c-176a-4bb7-8964-233bbfc5c1d5,-1,https://m.qidian.com/book/3425938/87379035,NULL,"2018-12-27 11:07:02.594817",NULL
0ee00344-07a6-455b-889c-31f8677641c0,33d8cd78-5145-4a4d-a911-3aaaf8bb3e89,4fa18de1-47b0-48c7-88e3-7014479dadcc,bdad6155-fe28-406f-b85d-ef2c61f569a1,-1,https://www.xxsy.net/chapter/6087854.html,NULL,"2018-12-22 18:03:52.282419",NULL
0f282ab9-27af-4feb-a6c6-162ebe716247,369771d7-2c25-463a-9fb5-47a30dc15199,71ddcb80-e5ca-4dd2-869f-679742cb36cc,edb64b98-adb3-4220-bb87-dbe5407dfc64,-1,https://www.xxsy.net/chapter/8660020.html?bookid=962793,NULL,"2019-01-08 13:21:00.370137","[Previous Chapter] [Table of Contents] [Next Chapter]"
0f8baba7-0763-42be-8d4c-3703535fe236,2848e2a7-c243-4a61-84f2-bf7200a5e19b,8f0946c0-c12c-4ecb-a656-a94bcbe582e5,e8bf0633-a228-467f-89bd-4d45ee578ea1,-1,https://m.qidian.com/book/1003728666/316364331,NULL,"2018-12-29 12:56:50.627884","Crazy Upgrade System - Crazy Fantastic Author - Crazy Fantasy Reading Page"
0fa6e34e-a604-4900-a5fa-efc61da95e88,9aab74f4-4fce-47a5-91af-cb159027c657,e661e5cf-641f-46f7-b8e5-a8ce6212f461,a95eacb8-b785-4808-b6b0-d95d5621a621,-1,https://m.qidian.com/book/3439785/81425111,NULL,"2018-12-21 15:50:04.811682",NULL
0fa7f25e-483c-49ba-ac44-b8f35ed9c40f,7f561f40-a503-4181-aa0d-7816a87b72d0,6c3e4085-c9de-4887-b2fb-f7254174bc2e,0a1e6a96-f096-4c39-a6bf-12aaafc59b21,-1,https://m.qidian.com/book/1004112754/327193197,NULL,"2018-12-20 14:36:31.417842",NULL
0fbeb2d2-3d51-4107-8cce-ee5273057c8d,3b507066-ac9a-4976-b549-75a4fd70a2bb,2f78bac2-7c18-4007-9b18-b14ddfb58574,d2c6bfb9-ae08-4b32-b239-5a0c5a871a1b,-1,https://www.zhuishushenqi.com/book/55f2e3e8d20955951bac102c/1.html,NULL,"2018-12-06 11:15:02.126542",NULL
0fddd93c-509a-4b7d-935e-67d908016268,f43b832c-b1b4-4a92-9b03-be8028d2f2e5,32b7780b-8875-420f-8549-28c6becf4c28,569b9a1f-5af8-4bc8-aa15-620baaf8291f,-1,https://read.qidian.com/chapter/BVVH97ZoFFIz2wAI5wVpbA2/tfyvYvXqHWH4p8iEw--PPw2,NULL,"2018-12-25 12:17:29.354561",NULL
0fe48fe4-8fec-4063-a6af-19ab0fe4133e,85dcfb70-85b8-4fb3-bf6a-eab09f5dde50,8d957e60-a5c6-49dd-8d49-a6ed6a8e179a,da93c727-3873-46e5-98ab-96851240827c,-1,https://m.qidian.com/book/1011945403/409734644,NULL,"2019-01-05 14:06:42.433841","Restricted Marriage Pet: Reporting to Military Commander, I have _ Xianke"
10340297-659d-4d59-a923-719ea8265188,e98cdeb1-88e8-40d1-9951-c850702d5de7,64d2bbd1-a627-404f-b6f5-03147f6e1ef8,0c25fa27-1644-4ffd-ba37-99646088ced3,-1,https://m.qidian.com/book/1004179514/402175917,NULL,"2018-12-18 16:44:08.271612",NULL
109ebb6f-6056-44e4-92c4-b480bab24943,2848e2a7-c243-4a61-84f2-bf7200a5e19b,1406a616-b783-459c-a6bb-c0878a2a5065,b5be63a8-250a-460a-abce-7c8e112378a0,-1,https://m.qidian.com/book/3393401/80331468,NULL,"2018-12-19 15:05:58.977715",NULL
10b5c112-de0f-4fb9-9217-70b9aa02c4b2,3111fdf7-01eb-4754-9863-e744f6beb193,37d85ec2-7e06-44ec-9107-05118595d200,e6ff2dd7-9b11-4ecc-a729-b2d5a5d4ea2b,-1,https://m.qidian.com/book/2255035/39972674,NULL,"2019-01-07 04:58:04.740578","Picking up an Assassin to Be a Farmer"
